reactant_A,reactant_B,label_str,label_int,identifier
OC(=O)c1ccccc1C1=C2C=C(Br)C(=O)C(=C2Oc2c(Br)c([O])c(Br)cc12)Br,C1CN2CC[NH]1CC2,salt,1,AFEYIU
OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(=O)[O],Cc1[nH]cccc1,salt,1,AFICEZ
OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O,Cc1ccccn1,cocrystal,2,AFICID
Oc1ccc(cc1)N(=O)=O,C1CNCCN1,cocrystal,2,AFIGED
I[I]I,Nc1[nH]cccc1,salt,1,AFIJAC
O=N(=O)[O],[NH2](CC[NH2]Cc1ccc2OCOc2c1)Cc1ccc2OCOc2c1,salt,1,AFIJEF
O=N(=O)[O],[NH2](CC[NH2]Cc1ccccc1)Cc1ccccc1,salt,1,AFIKEG
OC(=O)c1cccc(c1)C(=O)[O],COc1ccc2cc3[n](CCc4cc(OC)c(OC)cc34)cc2c1OC,hydrate,3,AFIMOV
CC(C(=O)[O])c1ccccc1,[NH3]C(C)c1ccccc1,salt,1,AFINEJ
FC(F)(F)S(=O)(=O)[O],c1ccc(cc1)[P](c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,AFIQEL
CC1=NN(C(=C1)C)c1nnc(NC(N)=[NH2])nn1,O=[Cl](=O)(=O)[O],solvate,4,AFIQEN
I[I]I,CN1C=C[N](=C1CO)C,salt,1,AFIQOX
OC(=O)C=CC(=O)[O],Fc1ccc(cc1)C(N1CC[NH](CC1)CC=Cc1ccccc1)c1ccc(F)cc1,salt,1,AFIREO
NC(=O)N1c2ccccc2C=Cc2ccccc12,CC(=O)Nc1ccc(cc1)C(O)=O,cocrystal,2,AFIRIU
CC(=O)Nc1cccc(c1)C(O)=O,NC(=O)N1c2ccccc2C=Cc2ccccc12,cocrystal,2,AFIROA
[NH3]c1cccc(O)c1,Cc1ccc(cc1)S(=O)(=O)[O],salt,1,AFITOA
OS(=O)(=O)[O],[NH2]1CC[NH2]CCC[NH2]CC[NH2]CCC1,salt,1,AFITUG
OC(=O)C(=O)[O],NC1=[NH]C=NN1,salt,1,AFIVAO
COC(=O)C1C2CCC(C3C2Sc2[n]3cccc2C(=O)OC)C1C(=O)OC,O=[Cl](=O)(=O)[O],salt,1,AFIWUK
COc1cc(ccc1O)C(O)=O,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,cocrystal,2,AFIXOG
NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,OC(=O)c1cccc(O)c1,cocrystal,2,AFIXUM
NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,COc1cc(C=CC(O)=O)ccc1O,cocrystal,2,AFIYAT
Cc1ccc(cc1)C(O)=O,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,hydrate,3,AFIYEX
NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,OC(=O)c1ccc(Cl)cc1,hydrate,3,AFIYIB
CNNC(=O)c1cc(ccc1O)N(=O)=O,C[NH2]NC(=O)c1cc(ccc1[O])N(=O)=O,cocrystal,2,AFIYOF
C[NH](C)CCOC(c1[nH]cccc1)c1ccc(Cl)cc1,O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,salt,1,AFOHIO
Cc1cccc(Nc2ccccc2C(O)=O)c1C,c1cc(ccn1)C=Cc1ccncc1,cocrystal,2,AFONIV
Cc1cccc(Nc2ccccc2C(O)=O)c1C,C(Cc1ccncc1)c1ccncc1,cocrystal,2,AFONOB
Cc1cccc(Nc2ccccc2C(O)=O)c1C,c1cc(ccn1)N=Nc1ccncc1,cocrystal,2,AFONUH
Cc1cccc(Nc2ccccc2C(O)=O)c1C,C(Cc1ccncc1)Cc1ccncc1,cocrystal,2,AFOPAP
COc1ccc2cc(ccc2c1)C(C)C(O)=O,c1cc(ccn1)N=Nc1ccncc1,cocrystal,2,AFOPIX
C(Cc1ccncc1)Cc1ccncc1,COc1ccc2cc(ccc2c1)C(C)C(O)=O,cocrystal,2,AFOPOD
OS(=O)(=O)[O],c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,AFOQAN
O=C1N[N]C(=N1)N(=O)=O,NC(=[NH2])NC(N)=O,salt,1,AFOQIX
O=S(=O)([O])[O],[NH3]C(C)(C)CO,salt,1,AFUGAN
OC(=O)C(=O)[O],[NH3]C(C)(C)CC(C)=O,hydrate,3,AFUGER
OC(=O)C(=O)[O],NC1=[NH]C(=CS1)c1ccccc1,hydrate,3,AFUHAM
Clc1ncccc1C(=O)[O],NC1=[NH]C(=CS1)c1ccccc1,salt,1,AFUHEQ
Oc1cc2ccccc2cc1C(=O)[O],NC1=[NH]C(=CS1)c1ccccc1,salt,1,AFUHIU
NNC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1,NNC(=O)C(=O)NN,cocrystal,2,AFUHUG
Oc1ccc(cc1C(=O)[O])N=Nc1ccccc1,NC1=[NH]C(=CS1)c1ccccc1,salt,1,AFUJAO
Oc1ccc(cc1C(=O)[O])N(=O)=O,NC1=[NH]C(=CS1)c1ccccc1,salt,1,AFUJES
O=C([O])c1ccc(cc1)N(=O)=O,NC1=[NH]C(=CS1)c1ccccc1,salt,1,AFUJIW
OC(=O)c1cc(ccc1O)S(=O)(=O)[O],[NH3]C1=NC(=CS1)c1ccccc1,salt,1,AFUJOC
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,COc1ccccc1c1[nH]c(C)c(c(C)c1Br)c1ccccc1OC,salt,1,AFULIZ
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,Cc1[nH]c(c2ccccc2Cl)c(c(C)c1c1ccccc1Cl)c1ccccc1Cl,salt,1,AFULOF
[S]C#N,C[N](C)(C)CC[N](C)(C)C,salt,1,AFUNOF
[S]C#N,C[NH2]CC[NH2]C,salt,1,AFUNUL
[NH3]c1ccc(cc1)S(N)(=O)=O,O=[Cl](=O)(=O)[O],salt,1,AFUNUM
[S]C#N,[NH3]CC[NH3],salt,1,AFUPAT
CC1=CC(=NN1)C=Nc1ccccc1O,CC1=NNC(=C1)C=Nc1ccccc1O,cocrystal,2,AFUROL
Nc1[nH]ccnc1,OC(=O)c1cccnc1C(=O)[O],salt,1,AFUSEC
O=C1C=Cc2c3C=CC(=O)c4ccc5ccc6ccc1c2c6c5c34,Clc1ccccc1Cl,cocrystal,2,AFUVEG
Oc1ccc2cccc(O)c2c1,COc1c(C)cnc(CN2C(=O)c3cc4C(=O)N(Cc5ncc(C)c(OC)c5C)C(=O)c4cc3C2=O)c1C,solvate,4,AFUVON
[H](ON(=O)=O)[O]N(=O)=O,C[n]1c2ccccc2c(C#N)c2ccccc12,salt,1,AFUZAC
O=N(=O)[O],[NH3]NC1=NC(=NN1)N(=O)=O,hydrate,3,AGAGAU
Fc1c(F)c(c(F)c(F)c1[C](C#N)C#N)[C](C#N)C#N,CCC[N](CCC)(CCC)CCC,salt,1,AGAHUN
Fc1c(F)c(c(F)c(F)c1[C](C#N)C#N)[C](C#N)C#N,CCC[N](CCC)(CCC)CCC,salt,1,AGAJAV
O=C([O])C1=CC=CN1,[NH2]1CCOCCOCC[NH2]CCOCCOCC1,salt,1,AGAPAB
Cc1ccc(cc1)S(=O)(=O)N1CC[NH2]CC1,FC(F)(F)C(=O)[O],salt,1,AGAPOP
COc1ccccc1C(=O)[O],NC(=[NH2])c1ccccc1,salt,1,AGAPUV
Oc1cccnc1C(=O)[O],Cc1c[nH]c(N)cc1,salt,1,AGAQEG
Oc1cccc(c1)C(=O)[O],Cc1cc[nH]c(N)c1,salt,1,AGAQIK
OC(=O)c1cc[nH]cc1,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(=O)[O],hydrate,3,AGAQOQ
N1c2cccc3cccc(N=C1c1ncccn1)c23,Nc1cccc2cccc(N)c12,cocrystal,2,AGASOS
O=C(CNC(=O)C(c1ccccc1)c1ccccc1)NCC(=O)OCC(c1ccccc1)c1ccccc1,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,hydrate,3,AGAVEJ
Oc1cc[nH]cc1,O=I(=O)[O],salt,1,AGECEX
Cc1ccc(cc1)S(=O)(=O)Cc1ccccc1[I]c1c(C)cc(C)cc1C,FC(F)(F)S(=O)(=O)[O],salt,1,AGECOI
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CCOC(C1=C(C)C=C(S1)C(=O)OCC)C(C)(C)[NH2]c1ccccc1,salt,1,AGEDAU
CN(C)c1ccc(cc1)C=C(C#N)c1ccncc1,CN(C)c1ccc(cc1)C=C(C#N)c1ccc(I)cc1,solvate,4,AGEGOM
OC(=O)C1=NNC(=C1)C(=O)[O],[NH2]1CC[NH2]CC1,hydrate,3,AGEJAA
NC1=[NH]N=NN1,O=[Cl](=O)(=O)[O],salt,1,AGEQIN
OC1=C([O])C(=O)C1=O,[NH3]Cc1[nH]cccc1,hydrate,3,AGEQIO
C[P](Cc1ccccc1)(c1ccccc1)c1ccccc1,Cc1cc(c([O])c(c1)C(C)(C)C)C(C)(C)C,salt,1,AGEREN
OC(C(O)C(=O)[O])C(O)=O,[NH3]c1ccccc1N,salt,1,AGEROV
N#Cc1ccc2N3[N]C(=NN3c3ccc(cc3c2c1)C#N)c1ccccc1,c1ccccc1,cocrystal,2,AGEWAO
NC(N)=NC(=[NH2])Nc1ccccc1,NC1=NC(=O)NC=C1C(=O)[O],salt,1,AGEXER
O=N(=O)[O],[NH2]=C1NC(=O)NC=C1C(O)=O,salt,1,AGEXIV
CC[N](C)(CC)CC,CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2O)c5O)C(C)(C)C)c4[O])C(C)(C)C)c3O)C(C)(C)C,salt,1,AGEYIX
CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2O)c5O)C(C)(C)C)c4[O])C(C)(C)C)c3O)C(C)(C)C,CCCC[N](C)(CCCC)CCCC,solvate,4,AGEYOD
OC(C(O)C(=O)[O])C(O)=O,[NH3]c1ccccc1,hydrate,3,AGIBAW
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)C=Cc1ccccc1,cocrystal,2,AGIGEE
OC(=O)c1cc(C(O)=O)c(C(=O)[O])c(C(O)=O)c1C(=O)[O],[nH]1ccc(cc1)c1cc[nH]cc1,hydrate,3,AGIGUU
OC(=O)c1cc(C(O)=O)c(C(=O)[O])c(C(O)=O)c1C(O)=O,[nH]1ccc(cc1)c1cc[nH]cc1,hydrate,3,AGIHEF
F[P](F)(F)(F)(F)F,C1=C[N]2=CN(C=C2C=C1)c1ccc(cc1)N1C=[N]2C=CC=CC2=C1,salt,1,AGIHOP
COc1cc(cc(OC)c1OC)C=C1N=C(C)N(C)C1=O,Fc1c(F)c(Br)c(F)c(F)c1Br,cocrystal,2,AGIJAF
COc1cc(cc(OC)c1OC)C=C1N=C(C)N(C)C1=O,N#Cc1cc(C#N)c(cc1C#N)C#N,cocrystal,2,AGIJIN
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C32OC(=O)c2ccccc32)c1Br,hydrate,3,AGIKUY
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,CC1=C(C=C(S1)c1ccnc(C)c1)C1=C(C2=C(C)SC(=C2)c2ccnc(C)c2)C(F)(F)C(F)(F)C1(F)F,solvate,4,AGIPUD
COc1cc(cc(OC)c1OC)C=C1N=C(C)N(C)C1=O,Fc1c(F)c(I)c(F)c(F)c1I,cocrystal,2,AGITUJ
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,COc1cc(cc(OC)c1OC)C=C1N=C(C)N(C)C1=O,cocrystal,2,AGIVAR
FC(F)(F)S(=O)(=O)[N]S(=O)(=O)C(F)(F)F,CCN1C=[N](C)C(=C1I)I,salt,1,AGOCIK
FC(F)(F)S(=O)(=O)[N]S(=O)(=O)C(F)(F)F,CCN1C=[N](C)C(=C1Br)Br,salt,1,AGOCOQ
O=N(=O)c1ccc(cc1)S(=O)(=O)[O],[NH3]CC(O)CNS(=O)(=O)c1ccc(cc1)N(=O)=O,salt,1,AGOKUC
[NH3]Cc1ccccc1,O=C([O])c1ccc2cc3ccccc3cc2c1,salt,1,AGONOA
N#Cc1cc(C#N)c(cc1C#N)C#N,c1ccc2c(c1)N(c1ccc(cc1)c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21,cocrystal,2,AGOPEU
N#Cc1cc(C#N)c(cc1C#N)C#N,c1ccc2c(c1)N(c1ccc(cc1)c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21,hydrate,3,AGOPIY
OC(=O)C=CC(=O)[O],[NH2]1CCCNCC[NH2]CCCNCC1,salt,1,AGOQOE
O=C1c2cccc(c2C(=O)c2c1cccc2N(=O)=O)N(=O)=O,c1cc2ccc3cccc4ccc(c1)c2c34,cocrystal,2,AGORAS
O=C1c2cccc(c2C(=O)c2c1cccc2N(=O)=O)N(=O)=O,c1cc2ccc3cccc4ccc(c1)c2c34,cocrystal,2,AGOREW
O=C(C=CC(=O)N(Cc1ccccc1)Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,solvate,4,AGOSOI
CCOc1[n](nn(c1C)c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C,F[P](F)(F)(F)(F)F,salt,1,AGOSUN
CCCCN(Cc1ccccc1)C(=O)C=CC(=O)N(CCCC)Cc1ccccc1,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,cocrystal,2,AGOSUO
OC(=O)c1cc(Cl)c(Cl)cc1C(=O)[O],[NH3]c1ccc(OC)cc1,salt,1,AGOTAT
CCCCN(CCCC)C(=O)C=CC(=O)N(CCCC)CCCC,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,cocrystal,2,AGOTAV
F[P](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1[n]1nn(cc1CBr)c1c(cccc1C(C)C)C(C)C,salt,1,AGOTEY
O=C(C=CC(=O)N(CC1CCCCC1)CC1CCCCC1)N(CC1CCCCC1)CC1CCCCC1,O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2,solvate,4,AGOTEZ
O=C([O])C=CC(=O)[O],COCCc1ccc(OCC(O)C[NH2]C(C)C)cc1,salt,1,AGOVIE
FC(F)(F)C(=O)[O],[NH3]C1C(Cl)Cc2ccccc12,salt,1,AGUFUH
O=[Cl](=O)(=O)[O],CN1[N]C(=NN(C)C1=O)C1=[NH]C=CN1,hydrate,3,AGUJAO
Fc1c(F)c(I)c(F)c(F)c1I,c1ccc(nc1)C1C(C(C1c1ccccn1)c1ccccn1)c1ccccn1,cocrystal,2,AGULIA
NC(=[NH2])NC(N)=O,[N]=[N]=[N],hydrate,3,AGUSEB
NC(=[NH2])NC(N)=O,N[C]1N=NN=N1,salt,1,AGUSIF
Nc1ccc(cc1)C(O)=O,Nc1ncnc2N(CCOCP(O)(O)=O)C=Nc12,hydrate,3,AGUTON
OC(=O)c1cc(O)cc(O)c1,Nc1ncnc2N(CCOCP(O)(O)=O)C=Nc12,hydrate,3,AGUTUT
O=C1NC=CC=C1,OC(=O)Cc1ccccc1,cocrystal,2,AHASUX
OC(=O)Cc1ccc(Cl)cc1,O=C1NC=CC=C1,cocrystal,2,AHATAE
O=C1NC=CC=C1,OC(=O)Cc1cccc2ccccc12,cocrystal,2,AHATEI
O=C1NC=CC=C1,OC(=O)Cc1ccc2ccccc2c1,cocrystal,2,AHATIM
S1C=CSC1=C1SC=CS1,O=N(=O)c1ccc2c3ccc(cc3C(=C(C#N)C#N)c2c1)N(=O)=O,solvate,4,AHAWUD
S1C=CSC1=C1SC=CS1,OC(=O)c1cc2C(c3cc(cc(c3c2c(c1)N(=O)=O)N(=O)=O)N(=O)=O)=C(C#N)C#N,solvate,4,AHAXUE
[NH4],OC(=O)c1ccccc1S(=O)(=O)[O],salt,1,AHCABS
[NH4],N#CC(C=CC=C(C#N)[C](C#N)C#N)=C(C#N)C#N,salt,1,AHCNPI
OC1=C([O])C(=O)C(=O)C1=O,[NH4],salt,1,AHCROC10
C1SC2=NN=C(SCc3[nH]c(CSC4=NN=C(SCc5[nH]c1ccc5)S4)ccc3)S2,O=[Cl](=O)(=O)[O],salt,1,AHENUW
[NH3]C(C)C(O)=O,OC(C(O)C(=O)[O])C(O)=O,salt,1,AHERAG
O[NH]=Cc1ccccc1O,Oc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[O],hydrate,3,AHEROU
C1CSCCN1,Fc1c(F)c(I)c(F)c(F)c1I,cocrystal,2,AHEVIT
O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CN1C=NC(=C1N(=O)=O)N(=O)=O,cocrystal,2,AHEVOB
C1CCNCC1,Fc1c(F)c(I)c(F)c(F)c1I,cocrystal,2,AHEVOZ
[NH4],OC(=O)CCCC(=O)[O],salt,1,AHGLUT
CCCC[N]12CCC(CC1C(O)c1ccnc3ccc(OC)cc13)C(C2)C=C,FC(F)(F)S(=O)(=O)[N]S(=O)(=O)C(F)(F)F,solvate,4,AHIRER
O=[Cl](=O)(=O)[O],[O]C1=C([C](c2[nH]cccc2)=C2N3C=CC=CC3=[NH]C2=[O])N2C=CC=CC2=[NH]1,hydrate,3,AHOREW
O=[Cl](=O)(=O)[O],[O]C1=C([C](c2c[nH]ccc2)=C2N3C=CC=CC3=[NH]C2=[O])N2C=CC=CC2=[NH]1,hydrate,3,AHORIA
O=[Cl](=O)(=O)[O],[O]C1=C([C](c2cc[nH]cc2)=C2N3C=CC=CC3=[NH]C2=[O])N2C=CC=CC2=[NH]1,hydrate,3,AHOROG
CN(C)c1cc[nH]cc1,NP(F)(=O)[O],salt,1,AHOSAR
F[P](F)(F)(F)(F)F,[O]n1cccnc1NC(=O)C1=CSC(S1)=C1[S]C=CS1,salt,1,AHOVOJ
[NH4],OC(=O)C(=O)[O],hydrate,3,AHOXLH
OC(=O)c1ccccc1C(=O)[O],[NH4],salt,1,AHPHAL
OC(=O)c1ccc(cc1)C(=O)[O],[NH4],salt,1,AHTPAL
CN1C(=C(C)[N](=C1P(C#N)C#N)C)C,FC(F)(F)S(=O)(=O)[O],salt,1,AHUDAK
CC(C)c1cccc(C(C)C)c1N1C(=C(Cl)[N](=C1P(N=[N]=[N])N=[N]=[N])c1c(cccc1C(C)C)C(C)C)Cl,FC(F)(F)S(=O)(=O)[O],salt,1,AHUDIS
CN1C(=C(C)[N](=C1P(Cl)C1=[N](C)C(=C(C)N1C)C)C)C,FC(F)(F)S(=O)(=O)[O],salt,1,AHULAS
CN1C(=C(C)[N](=C1P(C1=[N](C)C(=C(C)N1C)C)C1=[N](C)C(=C(C)N1C)C)C)C,FC(F)(F)S(=O)(=O)[O],salt,1,AHULOG
N#CC(C#N)=C1C=C1C(C#N)=C=[N],CN(C)C1=C(N(C)C)C1=[N](C)C,salt,1,AHUVEH
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CC1=NN2C(=[NH]1)CCCC1=C2C=CS1,salt,1,AHUYIL
[NH4],CC(C)C(C(N)=O)=C(C(C)C)C(=O)[O],salt,1,AIPMLM
NC(N)=S,O=C1C(=O)c2ccccc2c2ccccc12,cocrystal,2,AJACOF
NC1=NC2=C(N=CN2CCC(CO)CO)C(=O)N1,OC(=O)c1cc(O)c(O)c(O)c1,hydrate,3,AJACOG
OC(=O)C=Cc1ccc(O)cc1,NC1=NC2=C(N=CN2CCC(CO)CO)C(=O)N1,hydrate,3,AJACUM
FC(F)(F)C(=O)[O],COC(=O)C1(C[NH2]C(COC(F)(F)F)C1)C(=O)OC,salt,1,AJADEX
OC(=O)C#C,O=C1CNC(=O)CN1,cocrystal,2,AJAGEX
OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,O=C1CNC(=O)CN1,cocrystal,2,AJAGIB
Oc1cc(Cl)c(O)cc1Cl,O=C1CNC(=O)CN1,cocrystal,2,AJAGOH
OC(=O)c1cc(O)ccc1O,O=C1CNC(=O)CN1,cocrystal,2,AJAGUN
O=C1CNC(=O)CN1,OC(=O)c1cc(Cl)ccc1O,cocrystal,2,AJAHEY
O=C1CNC(=O)CN1,OC(=O)C=CC(O)=O,cocrystal,2,AJAHIC
O=C1CNC(=O)CN1,OC(=O)c1cc(O)c(cc1O)C(O)=O,cocrystal,2,AJAHOI
OC(=O)c1cc(Cl)c(cc1Cl)C(O)=O,O=C1CNC(=O)CN1,cocrystal,2,AJAHUO
O=C1CNC(=O)CN1,OC1=CC(=O)C(=CC1=O)O,cocrystal,2,AJAJEA
CCCC=CC(O)=O,NC(=O)c1ccncc1,cocrystal,2,AJAKAX
OC(=O)c1ccc(cc1)N(=O)=O,NC(=O)c1ccncc1,cocrystal,2,AJAKEB
Nc1ncccc1N(=O)=O,Nc1ncc(cn1)N(=O)=O,cocrystal,2,AJAKOL
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,NC(=O)c1ccc(Cl)cc1,cocrystal,2,AJAKUR
CN(C)c1cccc(c1)C(O)=O,NC(=O)c1ccc(Cl)cc1,cocrystal,2,AJALAY
OC(=O)C=CC(O)=O,NC(=O)c1ccc(Cl)cc1,cocrystal,2,AJALEC
ClC1=C([O])C(=O)C(=C([O])C1=O)Cl,C(Oc1cc[nH]cc1)C(COc1cc[nH]cc1)(COc1cc[nH]cc1)COc1cc[nH]cc1,solvate,4,AJAMIJ
NC(N)=[NH2],O=C([O])c1cccnc1c1ncccc1C(=O)[O],salt,1,AJAQOU
[NH4],ClCCN1N=N[N]C1=NN(=O)=O,salt,1,AJARAF
NC1=[NH]N=NN1CCN=[N]=[N],O=[Cl](=O)(=O)[O],hydrate,3,AJARIN
[O][n]1cc[n]([O])cc1,CC1(C)C2=CC=C(N2)C(C)(C2=CC=C(N2)C(C)(C)C2=CC=C(N2)C(C)(C2=CC=C1N2)c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,solvate,4,AJAROV
NC1=[NH]N=NN1CCN=[N]=[N],O=N(=O)[O],salt,1,AJASAG
NC1=[NH]N=NN1CCO,O=N(=O)[O],salt,1,AJASEK
O=C1C=Cc2ccccc2C1=CNc1ccc(Oc2ccc(NC=C3C(=O)C=Cc4ccccc34)cc2)cc1,Oc1ccc2ccccc2c1C=Nc1ccc(Oc2ccc(NC=C3C(=O)C=Cc4ccccc34)cc2)cc1,cocrystal,2,AJAVAK
N#Cc1cc[nH]cc1,OC(=O)c1cc(cc(c1[O])N(=O)=O)N(=O)=O,salt,1,AJEBOG
OC(=O)c1cc[nH]cc1,Oc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[O],salt,1,AJECAT
OS(=O)(=O)[O],CC(C)(C)[NH]1CCCN1C(C)(C)C,salt,1,AJEQIP
Cc1ccc(cc1)S(=O)(=O)[O],CC(C)(C)[NH]1CCCN1C(C)(C)C,salt,1,AJEQOV
O=N(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,I[I]I,salt,1,AJESEQ
[NH3]c1ccccc1[NH3],OC(=O)c1cc(ccc1O)S(=O)(=O)[O],salt,1,AJEYIY
c1ccc2nc3ccccc3nc2c1,Nc1cccc2c(N)cccc12,hydrate,3,AJEZAR
Oc1ccc(cc1)N=Nc1ccccc1C(O)=O,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,cocrystal,2,AJEZEV
C[n]1cc(cc2ccccc12)C#C,FC(F)(F)S(=O)(=O)[O],salt,1,AJIDII
CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1,CN(C)c1ccc(cc1)C#CC1(C)CC2(C)CC(C)(C1)C(=O)NC2=O,cocrystal,2,AJISIX
CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#C,CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1,cocrystal,2,AJISOD
[nH]1ccccc1,FC(F)(F)S(=O)(=O)[O],salt,1,AJISUI
[nH]1ccc(cc1)c1cc[nH]cc1,Clc1c(Cl)c(c(Cl)c(Cl)c1C(=O)[O])C(=O)[O],hydrate,3,AJIVAR
c1ccc2ncccc2c1,OC(=O)c1cc(ccc1Cl)N(=O)=O,cocrystal,2,AJIWIA
OC(=O)c1cc(ccc1O)S(=O)(=O)[O],Nc1ccc(cc1)N=[NH]c1ccccc1,solvate,4,AJIXEX
N#C[N]C#N,CN1C=C[N](=C1)C,salt,1,AJODAH
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,[NH3]C(CO)C(O)=O,hydrate,3,AJODOU
NN1CCOCC1,Fc1c(F)c(I)c(F)c(F)c1I,cocrystal,2,AJODUB
Nc1[nH]c(N)nc(N)[nH]1,OC(C(O)C(=O)[O])C(=O)[O],hydrate,3,AJOFUA
CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#Cc1ccc(cc1)c1cnccn1,CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1,cocrystal,2,AJOGAJ
CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#Cc1ccc(cc1)c1cncnc1,CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1,cocrystal,2,AJOGEN
CCc1cc(NC(=O)C(C)C)nc(NC(=O)C(C)C)c1,CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#Cc1ccccc1,cocrystal,2,AJOGOX
Fc1c(I)c(F)c(I)c(F)c1I,NN1CCOCC1,cocrystal,2,AJOGUE
Fc1c(I)c(F)c(I)c(F)c1I,Oc1ccc2ccccc2c1C=NN1CCOCC1,cocrystal,2,AJOHAL
C[NH](C)c1cccc2cccc(N(C)C)c12,OC(=O)c1cc(C(=O)[O])c(cc1C(=O)[O])C(O)=O,salt,1,AJOHEM
Fc1c(F)c(Br)c(F)c(F)c1Br,Oc1ccc2ccccc2c1C=NN1CCOCC1,cocrystal,2,AJOHEP
OC(=O)c1cc(Cl)c(Cl)cc1C(=O)[O],C[NH](C)c1cccc2cccc(N(C)C)c12,salt,1,AJOHOW
Fc1c(F)c(F)c(I)c(F)c1F,Oc1ccc2ccccc2c1C=NN1CCOCC1,cocrystal,2,AJOHOZ
C[NH](C)c1cccc2cccc(N(C)C)c12,O=C1[N]S(=O)(=O)c2ccccc12,hydrate,3,AJOHUC
Fc1c(F)c(I)c(F)c(F)c1I,Oc1ccc2ccccc2c1C=NN1CCOCC1,cocrystal,2,AJOHUF
CN1C=C[N](=C1)C,O=[Cl](=O)(=O)[O],salt,1,AJOLOB
CCC1c2cc(C(CC)c3cc(C(CC)c4cc(C(CC)c5cc1c(O)c(C)c5O)c(O)c(C)c4O)c(O)c(C)c3O)c(O)c(C)c2O,c1ccncc1,cocrystal,2,AJOMOE
CC(C)(C)P(N1N=C[N]2=C1CCCC2)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,AJORUO
CC(C)(C)P([N]1=C2C=CC=CN2C=N1)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,AJOSEZ
FC(F)(F)S(=O)(=O)[O],CC1=C(C)[N](=CN1C(C)(C)C)C(C)(C)C,salt,1,AJOVIF
